stt,H,W
5175,151.75,336.74
5176,151.76,336.87
5177,151.77,337.00
5178,151.78,337.13
5179,151.79,337.26
5180,151.80,337.39
5181,151.81,337.52
5182,151.82,337.65
5183,151.83,337.78
5184,151.84,337.91
5185,151.85,338.04
5186,151.86,338.17
5187,151.87,338.30
5188,151.88,338.43
5189,151.89,338.56
5190,151.90,338.69
5191,151.91,338.82
5192,151.92,338.95
5193,151.93,339.08
5194,151.94,339.21
5195,151.95,339.34
5196,151.96,339.47
5197,151.97,339.60
5198,151.98,339.73
5199,151.99,339.86
5200,152.00,339.99
5201,152.01,340.12
5202,152.02,340.25
5203,152.03,340.38
5204,152.04,340.51
5205,152.05,340.64
5206,152.06,340.77
5207,152.07,340.90
5208,152.08,341.03
5209,152.09,341.16
5210,152.10,341.29
5211,152.11,341.42
5212,152.12,341.55
5213,152.13,341.68
5214,152.14,341.81
5215,152.15,341.94
5216,152.16,342.07
5217,152.17,342.20
5218,152.18,342.33
5219,152.19,342.47
5220,152.20,342.60
5221,152.21,342.73
5222,152.22,342.86
5223,152.23,342.99
5224,152.24,343.12
5225,152.25,343.25
5226,152.26,343.38
5227,152.27,343.51
5228,152.28,343.64
5229,152.29,343.77
5230,152.30,343.90
5231,152.31,344.03
5232,152.32,344.16
5233,152.33,344.29
5234,152.34,344.42
5235,152.35,344.55
5236,152.36,344.68
5237,152.37,344.81
5238,152.38,344.94
5239,152.39,345.07
5240,152.40,345.20
5241,152.41,345.33
5242,152.42,345.46
5243,152.43,345.59
5244,152.44,345.72
5245,152.45,345.85
5246,152.46,345.98
5247,152.47,346.11
5248,152.48,346.24
5249,152.49,346.37
5250,152.50,346.50
5251,152.51,346.63
5252,152.52,346.76
5253,152.53,346.89
5254,152.54,347.02
5255,152.55,347.15
5256,152.56,347.28
5257,152.57,347.41
5258,152.58,347.54
5259,152.59,347.67
5260,152.60,347.80
5261,152.61,347.93
5262,152.62,348.06
5263,152.63,348.19
5264,152.64,348.32
5265,152.65,348.45
5266,152.66,348.58
5267,152.67,348.71
5268,152.68,348.84
5269,152.69,348.97
5270,152.70,349.10
5271,152.71,349.23
5272,152.72,349.36
5273,152.73,349.49
5274,152.74,349.62
5275,152.75,349.75
5276,152.76,349.88
5277,152.77,350.01
5278,152.78,350.14
5279,152.79,350.27
5280,152.80,350.40
5281,152.81,350.53
5282,152.82,350.67
5283,152.83,350.80
5284,152.84,350.93
5285,152.85,351.06
5286,152.86,351.19
5287,152.87,351.32
5288,152.88,351.45
5289,152.89,351.58
5290,152.90,351.71
5291,152.91,351.84
5292,152.92,351.97
5293,152.93,352.10
5294,152.94,352.23
5295,152.95,352.36
5296,152.96,352.49
5297,152.97,352.62
5298,152.98,352.75
5299,152.99,352.88
5300,153.00,353.01
5301,153.01,353.14
5302,153.02,353.27
5303,153.03,353.40
5304,153.04,353.53
5305,153.05,353.66
5306,153.06,353.79
5307,153.07,353.92
5308,153.08,354.05
5309,153.09,354.18
5310,153.10,354.31
5311,153.11,354.44
5312,153.12,354.57
5313,153.13,354.70
5314,153.14,354.83
5315,153.15,354.96
5316,153.16,355.09
5317,153.17,355.22
5318,153.18,355.35
5319,153.19,355.48
5320,153.20,355.61
5321,153.21,355.74
5322,153.22,355.87
5323,153.23,356.00
5324,153.24,356.13
5325,153.25,356.26
5326,153.26,356.39
5327,153.27,356.52
5328,153.28,356.65
5329,153.29,356.78
5330,153.30,356.91
5331,153.31,357.04
5332,153.32,357.17
5333,153.33,357.30
5334,153.34,357.43
5335,153.35,357.56
5336,153.36,357.69
5337,153.37,357.82
5338,153.38,357.95
5339,153.39,358.08
5340,153.40,358.21
5341,153.41,358.34
5342,153.42,358.47
5343,153.43,358.60
5344,153.44,358.74
5345,153.45,358.87
5346,153.46,359.00
5347,153.47,359.13
5348,153.48,359.26
5349,153.49,359.39
5350,153.50,359.52
5351,153.51,359.65
5352,153.52,359.78
5353,153.53,359.91
5354,153.54,360.04
5355,153.55,360.17
5356,153.56,360.30
5357,153.57,360.43
5358,153.58,360.56
5359,153.59,360.69
5360,153.60,360.82
5361,153.61,360.95
5362,153.62,361.08
5363,153.63,361.21
5364,153.64,361.34
5365,153.65,361.47
5366,153.66,361.60
5367,153.67,361.73
5368,153.68,361.86
5369,153.69,361.99
5370,153.70,362.12
5371,153.71,362.25
5372,153.72,362.38
5373,153.73,362.51
5374,153.74,362.64
5375,153.75,362.77
5376,153.76,362.90
5377,153.77,363.03
5378,153.78,363.16
5379,153.79,363.29
5380,153.80,363.42
5381,153.81,363.55
5382,153.82,363.68
5383,153.83,363.81
5384,153.84,363.94
5385,153.85,364.07
5386,153.86,364.20
5387,153.87,364.33
5388,153.88,364.46
5389,153.89,364.59
5390,153.90,364.72
5391,153.91,364.85
5392,153.92,364.98
5393,153.93,365.11
5394,153.94,365.24
5395,153.95,365.37
5396,153.96,365.50
5397,153.97,365.63
5398,153.98,365.76
5399,153.99,365.89
5400,154.00,366.02
5401,154.01,366.15
5402,154.02,366.28
5403,154.03,366.41
5404,154.04,366.54
5405,154.05,366.67
5406,154.06,366.80
5407,154.07,366.94
5408,154.08,367.07
5409,154.09,367.20
5410,154.10,367.33
5411,154.11,367.46
5412,154.12,367.59
5413,154.13,367.72
5414,154.14,367.85
5415,154.15,367.98
5416,154.16,368.11
5417,154.17,368.24
5418,154.18,368.37
5419,154.19,368.50
5420,154.20,368.63
5421,154.21,368.76
5422,154.22,368.89
5423,154.23,369.02
5424,154.24,369.15
5425,154.25,369.28
5426,154.26,369.41
5427,154.27,369.54
5428,154.28,369.67
5429,154.29,369.80
5430,154.30,369.93
5431,154.31,370.06
5432,154.32,370.19
5433,154.33,370.32
5434,154.34,370.45
5435,154.35,370.58
5436,154.36,370.71
5437,154.37,370.84
5438,154.38,370.97
5439,154.39,371.10
5440,154.40,371.23
5441,154.41,371.36
5442,154.42,371.49
5443,154.43,371.62
5444,154.44,371.75
5445,154.45,371.88
5446,154.46,372.01
5447,154.47,372.14
5448,154.48,372.27
5449,154.49,372.40
5450,154.50,372.53
5451,154.51,372.66
5452,154.52,372.79
5453,154.53,372.92
5454,154.54,373.05
5455,154.55,373.18
5456,154.56,373.31
5457,154.57,373.44
5458,154.58,373.57
5459,154.59,373.70
5460,154.60,373.83
5461,154.61,373.96
5462,154.62,374.09
5463,154.63,374.22
5464,154.64,374.35
5465,154.65,374.48
5466,154.66,374.61
5467,154.67,374.74
5468,154.68,374.87
5469,154.69,375.01
5470,154.70,375.14
5471,154.71,375.27
5472,154.72,375.40
5473,154.73,375.53
5474,154.74,375.66
5475,154.75,375.79
5476,154.76,375.92
5477,154.77,376.05
5478,154.78,376.18
5479,154.79,376.31
5480,154.80,376.44
5481,154.81,376.57
5482,154.82,376.70
5483,154.83,376.83
5484,154.84,376.96
5485,154.85,377.09
5486,154.86,377.22
5487,154.87,377.35
5488,154.88,377.48
5489,154.89,377.61
5490,154.90,377.74
5491,154.91,377.87
5492,154.92,378.00
5493,154.93,378.13
5494,154.94,378.26
5495,154.95,378.39
5496,154.96,378.52
5497,154.97,378.65
5498,154.98,378.78
5499,154.99,378.91
5500,155.00,379.04
5501,155.01,379.19
5502,155.02,379.33
5503,155.03,379.48
5504,155.04,379.63
5505,155.05,379.77
5506,155.06,379.92
5507,155.07,380.07
5508,155.08,380.22
5509,155.09,380.36
5510,155.10,380.51
5511,155.11,380.66
5512,155.12,380.80
5513,155.13,380.95
5514,155.14,381.10
5515,155.15,381.24
5516,155.16,381.39
5517,155.17,381.54
5518,155.18,381.68
5519,155.19,381.83
5520,155.20,381.98
5521,155.21,382.13
5522,155.22,382.27
5523,155.23,382.42
5524,155.24,382.57
5525,155.25,382.71
5526,155.26,382.86
5527,155.27,383.01
5528,155.28,383.15
5529,155.29,383.30
5530,155.30,383.45
5531,155.31,383.59
5532,155.32,383.74
5533,155.33,383.89
5534,155.34,384.04
5535,155.35,384.18
5536,155.36,384.33
5537,155.37,384.48
5538,155.38,384.62
5539,155.39,384.77
5540,155.40,384.92
5541,155.41,385.06
5542,155.42,385.21
5543,155.43,385.36
5544,155.44,385.50
5545,155.45,385.65
5546,155.46,385.80
5547,155.47,385.95
5548,155.48,386.09
5549,155.49,386.24
5550,155.50,386.39
5551,155.51,386.53
5552,155.52,386.68
5553,155.53,386.83
5554,155.54,386.97
5555,155.55,387.12
5556,155.56,387.27
5557,155.57,387.41
5558,155.58,387.56
5559,155.59,387.71
5560,155.60,387.86
5561,155.61,388.00
5562,155.62,388.15
5563,155.63,388.30
5564,155.64,388.44
5565,155.65,388.59
5566,155.66,388.74
5567,155.67,388.88
5568,155.68,389.03
5569,155.69,389.18
5570,155.70,389.32
5571,155.71,389.47
5572,155.72,389.62
5573,155.73,389.77
5574,155.74,389.91
5575,155.75,390.06
5576,155.76,390.21
5577,155.77,390.35
5578,155.78,390.50
5579,155.79,390.65
5580,155.80,390.79
5581,155.81,390.94
5582,155.82,391.09
5583,155.83,391.23
5584,155.84,391.38
5585,155.85,391.53
5586,155.86,391.68
5587,155.87,391.82
5588,155.88,391.97
5589,155.89,392.12
5590,155.90,392.26
5591,155.91,392.41
5592,155.92,392.56
5593,155.93,392.70
5594,155.94,392.85
5595,155.95,393.00
5596,155.96,393.14
5597,155.97,393.29
5598,155.98,393.44
5599,155.99,393.59
5600,156.00,393.73
5601,156.01,393.88
5602,156.02,394.03
5603,156.03,394.17
5604,156.04,394.32
5605,156.05,394.47
5606,156.06,394.61
5607,156.07,394.76
5608,156.08,394.91
5609,156.09,395.05
5610,156.10,395.20
5611,156.11,395.35
5612,156.12,395.50
5613,156.13,395.64
5614,156.14,395.79
5615,156.15,395.94
5616,156.16,396.08
5617,156.17,396.23
5618,156.18,396.38
5619,156.19,396.52
5620,156.20,396.67
5621,156.21,396.82
5622,156.22,396.96
5623,156.23,397.11
5624,156.24,397.26
5625,156.25,397.41
5626,156.26,397.55
5627,156.27,397.70
5628,156.28,397.85
5629,156.29,397.99
5630,156.30,398.14
5631,156.31,398.29
5632,156.32,398.43
5633,156.33,398.58
5634,156.34,398.73
5635,156.35,398.87
5636,156.36,399.02
5637,156.37,399.17
5638,156.38,399.31
5639,156.39,399.46
5640,156.40,399.61
5641,156.41,399.76
5642,156.42,399.90
5643,156.43,400.05
5644,156.44,400.20
5645,156.45,400.34
5646,156.46,400.49
5647,156.47,400.64
5648,156.48,400.78
5649,156.49,400.93
5650,156.50,401.08
5651,156.51,401.22
5652,156.52,401.37
5653,156.53,401.52
5654,156.54,401.67
5655,156.55,401.81
5656,156.56,401.96
5657,156.57,402.11
5658,156.58,402.25
5659,156.59,402.40
5660,156.60,402.55
5661,156.61,402.69
5662,156.62,402.84
5663,156.63,402.99
5664,156.64,403.13
5665,156.65,403.28
5666,156.66,403.43
5667,156.67,403.58
5668,156.68,403.72
5669,156.69,403.87
5670,156.70,404.02
5671,156.71,404.16
5672,156.72,404.31
5673,156.73,404.46
5674,156.74,404.60
5675,156.75,404.75
5676,156.76,404.90
5677,156.77,405.04
5678,156.78,405.19
5679,156.79,405.34
5680,156.80,405.49
5681,156.81,405.63
5682,156.82,405.78
5683,156.83,405.93
5684,156.84,406.07
5685,156.85,406.22
5686,156.86,406.37
5687,156.87,406.51
5688,156.88,406.66
5689,156.89,406.81
5690,156.90,406.95
5691,156.91,407.10
5692,156.92,407.25
5693,156.93,407.40
5694,156.94,407.54
5695,156.95,407.69
5696,156.96,407.84
5697,156.97,407.98
5698,156.98,408.13
5699,156.99,408.28
5700,157.00,408.42
5701,157.01,408.57
5702,157.02,408.72
5703,157.03,408.86
5704,157.04,409.01
5705,157.05,409.16
5706,157.06,409.31
5707,157.07,409.45
5708,157.08,409.60
5709,157.09,409.75
5710,157.10,409.89
5711,157.11,410.04
5712,157.12,410.19
5713,157.13,410.33
5714,157.14,410.48
5715,157.15,410.63
5716,157.16,410.77
5717,157.17,410.92
5718,157.18,411.07
5719,157.19,411.22
5720,157.20,411.36
5721,157.21,411.51
5722,157.22,411.66
5723,157.23,411.80
5724,157.24,411.95
5725,157.25,412.10
5726,157.26,412.24
5727,157.27,412.39
5728,157.28,412.54
5729,157.29,412.68
5730,157.30,412.83
5731,157.31,412.98
5732,157.32,413.13
5733,157.33,413.27
5734,157.34,413.42
5735,157.35,413.57
5736,157.36,413.71
5737,157.37,413.86
5738,157.38,414.01
5739,157.39,414.15
5740,157.40,414.30
5741,157.41,414.45
5742,157.42,414.59
5743,157.43,414.74
5744,157.44,414.89
5745,157.45,415.04
5746,157.46,415.18
5747,157.47,415.33
5748,157.48,415.48
5749,157.49,415.62
5750,157.50,415.77
5751,157.51,415.92
5752,157.52,416.06
5753,157.53,416.21
5754,157.54,416.36
5755,157.55,416.50
5756,157.56,416.65
5757,157.57,416.80
5758,157.58,416.95
5759,157.59,417.09
5760,157.60,417.24
5761,157.61,417.39
5762,157.62,417.53
5763,157.63,417.68
5764,157.64,417.83
5765,157.65,417.97
5766,157.66,418.12
5767,157.67,418.27
5768,157.68,418.41
5769,157.69,418.56
5770,157.70,418.71
5771,157.71,418.86
5772,157.72,419.00
5773,157.73,419.15
5774,157.74,419.30
5775,157.75,419.44
5776,157.76,419.59
5777,157.77,419.74
5778,157.78,419.88
5779,157.79,420.03
5780,157.80,420.18
5781,157.81,420.32
5782,157.82,420.47
5783,157.83,420.62
5784,157.84,420.77
5785,157.85,420.91
5786,157.86,421.06
5787,157.87,421.21
5788,157.88,421.35
5789,157.89,421.50
5790,157.90,421.65
5791,157.91,421.79
5792,157.92,421.94
5793,157.93,422.09
5794,157.94,422.23
5795,157.95,422.38
5796,157.96,422.53
5797,157.97,422.68
5798,157.98,422.82
5799,157.99,422.97
5800,158.00,423.12
5801,158.01,423.26
5802,158.02,423.41
5803,158.03,423.56
5804,158.04,423.70
5805,158.05,423.85
5806,158.06,424.00
5807,158.07,424.14
5808,158.08,424.29
5809,158.09,424.44
5810,158.10,424.59
5811,158.11,424.73
5812,158.12,424.88
5813,158.13,425.03
5814,158.14,425.17
5815,158.15,425.32
5816,158.16,425.47
5817,158.17,425.61
5818,158.18,425.76
5819,158.19,425.91
5820,158.20,426.05
5821,158.21,426.20
5822,158.22,426.35
5823,158.23,426.50
5824,158.24,426.64
5825,158.25,426.79
5826,158.26,426.94
5827,158.27,427.08
5828,158.28,427.23
5829,158.29,427.38
5830,158.30,427.52
5831,158.31,427.67
5832,158.32,427.82
5833,158.33,427.96
5834,158.34,428.11
5835,158.35,428.26
5836,158.36,428.41
5837,158.37,428.55
5838,158.38,428.70
5839,158.39,428.85
5840,158.40,428.99
5841,158.41,429.14
5842,158.42,429.29
5843,158.43,429.43
5844,158.44,429.58
5845,158.45,429.73
5846,158.46,429.87
5847,158.47,430.02
5848,158.48,430.17
5849,158.49,430.32
5850,158.50,430.46
5851,158.51,430.61
5852,158.52,430.76
5853,158.53,430.90
5854,158.54,431.05
5855,158.55,431.20
5856,158.56,431.34
5857,158.57,431.49
5858,158.58,431.64
5859,158.59,431.78
5860,158.60,431.93
5861,158.61,432.08
5862,158.62,432.23
5863,158.63,432.37
5864,158.64,432.52
5865,158.65,432.67
5866,158.66,432.81
5867,158.67,432.96
5868,158.68,433.11
5869,158.69,433.25
5870,158.70,433.40
5871,158.71,433.55
5872,158.72,433.69
5873,158.73,433.84
5874,158.74,433.99
5875,158.75,434.14
5876,158.76,434.28
5877,158.77,434.43
5878,158.78,434.58
5879,158.79,434.72
5880,158.80,434.87
5881,158.81,435.02
5882,158.82,435.16
5883,158.83,435.31
5884,158.84,435.46
5885,158.85,435.60
5886,158.86,435.75
5887,158.87,435.90
5888,158.88,436.04
5889,158.89,436.19
5890,158.90,436.34
5891,158.91,436.49
5892,158.92,436.63
5893,158.93,436.78
5894,158.94,436.93
5895,158.95,437.07
5896,158.96,437.22
5897,158.97,437.37
5898,158.98,437.51
5899,158.99,437.66
5900,159.00,437.81
5901,159.01,437.95
5902,159.02,438.10
5903,159.03,438.25
5904,159.04,438.40
5905,159.05,438.54
5906,159.06,438.69
5907,159.07,438.84
5908,159.08,438.98
5909,159.09,439.13
5910,159.10,439.28
5911,159.11,439.42
5912,159.12,439.57
5913,159.13,439.72
5914,159.14,439.86
5915,159.15,440.01
5916,159.16,440.16
5917,159.17,440.31
5918,159.18,440.45
5919,159.19,440.60
5920,159.20,440.75
5921,159.21,440.89
5922,159.22,441.04
5923,159.23,441.19
5924,159.24,441.33
5925,159.25,441.48
5926,159.26,441.63
5927,159.27,441.77
5928,159.28,441.92
5929,159.29,442.07
5930,159.30,442.22
5931,159.31,442.36
5932,159.32,442.51
5933,159.33,442.66
5934,159.34,442.80
5935,159.35,442.95
5936,159.36,443.10
5937,159.37,443.24
5938,159.38,443.39
5939,159.39,443.54
5940,159.40,443.68
5941,159.41,443.83
5942,159.42,443.98
5943,159.43,444.13
5944,159.44,444.27
5945,159.45,444.42
5946,159.46,444.57
5947,159.47,444.71
5948,159.48,444.86
5949,159.49,445.01
5950,159.50,445.15
5951,159.51,445.30
5952,159.52,445.45
5953,159.53,445.59
5954,159.54,445.74
5955,159.55,445.89
5956,159.56,446.04
5957,159.57,446.18
5958,159.58,446.33
5959,159.59,446.48
5960,159.60,446.62
5961,159.61,446.77
5962,159.62,446.92
5963,159.63,447.06
5964,159.64,447.21
5965,159.65,447.36
5966,159.66,447.50
5967,159.67,447.65
5968,159.68,447.80
5969,159.69,447.95
5970,159.70,448.09
5971,159.71,448.24
5972,159.72,448.39
5973,159.73,448.53
5974,159.74,448.68
5975,159.75,448.83
5976,159.76,448.97
5977,159.77,449.12
5978,159.78,449.27
5979,159.79,449.41
5980,159.80,449.56
5981,159.81,449.71
5982,159.82,449.86
5983,159.83,450.00
5984,159.84,450.15
5985,159.85,450.30
5986,159.86,450.44
5987,159.87,450.59
5988,159.88,450.74
5989,159.89,450.88
5990,159.90,451.03
5991,159.91,451.18
5992,159.92,451.32
5993,159.93,451.47
5994,159.94,451.62
5995,159.95,451.77
5996,159.96,451.91
5997,159.97,452.06
5998,159.98,452.21
5999,159.99,452.35
6000,160.00,452.50
6001,160.01,452.66
6002,160.02,452.83
6003,160.03,452.99
6004,160.04,453.16
6005,160.05,453.32
6006,160.06,453.49
6007,160.07,453.65
6008,160.08,453.82
6009,160.09,453.98
6010,160.10,454.15
6011,160.11,454.31
6012,160.12,454.48
6013,160.13,454.64
6014,160.14,454.80
6015,160.15,454.97
6016,160.16,455.13
6017,160.17,455.30
6018,160.18,455.46
6019,160.19,455.63
6020,160.20,455.79
6021,160.21,455.96
6022,160.22,456.12
6023,160.23,456.29
6024,160.24,456.45
6025,160.25,456.62
6026,160.26,456.78
6027,160.27,456.94
6028,160.28,457.11
6029,160.29,457.27
6030,160.30,457.44
6031,160.31,457.60
6032,160.32,457.77
6033,160.33,457.93
6034,160.34,458.10
6035,160.35,458.26
6036,160.36,458.43
6037,160.37,458.59
6038,160.38,458.76
6039,160.39,458.92
6040,160.40,459.08
6041,160.41,459.25
6042,160.42,459.41
6043,160.43,459.58
6044,160.44,459.74
6045,160.45,459.91
6046,160.46,460.07
6047,160.47,460.24
6048,160.48,460.40
6049,160.49,460.57
6050,160.50,460.73
6051,160.51,460.90
6052,160.52,461.06
6053,160.53,461.22
6054,160.54,461.39
6055,160.55,461.55
6056,160.56,461.72
6057,160.57,461.88
6058,160.58,462.05
6059,160.59,462.21
6060,160.60,462.38
6061,160.61,462.54
6062,160.62,462.71
6063,160.63,462.87
6064,160.64,463.04
6065,160.65,463.20
6066,160.66,463.36
6067,160.67,463.53
6068,160.68,463.69
6069,160.69,463.86
6070,160.70,464.02
6071,160.71,464.19
6072,160.72,464.35
6073,160.73,464.52
6074,160.74,464.68
6075,160.75,464.85
6076,160.76,465.01
6077,160.77,465.18
6078,160.78,465.34
6079,160.79,465.50
6080,160.80,465.67
6081,160.81,465.83
6082,160.82,466.00
6083,160.83,466.16
6084,160.84,466.33
6085,160.85,466.49
6086,160.86,466.66
6087,160.87,466.82
6088,160.88,466.99
6089,160.89,467.15
6090,160.90,467.32
6091,160.91,467.48
6092,160.92,467.65
6093,160.93,467.81
6094,160.94,467.97
6095,160.95,468.14
6096,160.96,468.30
6097,160.97,468.47
6098,160.98,468.63
6099,160.99,468.80
6100,161.00,468.96
6101,161.01,469.13
6102,161.02,469.29
6103,161.03,469.46
6104,161.04,469.62
6105,161.05,469.79
6106,161.06,469.95
6107,161.07,470.11
6108,161.08,470.28
6109,161.09,470.44
6110,161.10,470.61
6111,161.11,470.77
6112,161.12,470.94
6113,161.13,471.10
6114,161.14,471.27
6115,161.15,471.43
6116,161.16,471.60
6117,161.17,471.76
6118,161.18,471.93
6119,161.19,472.09
6120,161.20,472.25
6121,161.21,472.42
6122,161.22,472.58
6123,161.23,472.75
6124,161.24,472.91
6125,161.25,473.08
6126,161.26,473.24
6127,161.27,473.41
6128,161.28,473.57
6129,161.29,473.74
6130,161.30,473.90
6131,161.31,474.07
6132,161.32,474.23
6133,161.33,474.39
6134,161.34,474.56
6135,161.35,474.72
6136,161.36,474.89
6137,161.37,475.05
6138,161.38,475.22
6139,161.39,475.38
6140,161.40,475.55
6141,161.41,475.71
6142,161.42,475.88
6143,161.43,476.04
6144,161.44,476.21
6145,161.45,476.37
6146,161.46,476.53
6147,161.47,476.70
6148,161.48,476.86
6149,161.49,477.03
6150,161.50,477.19
6151,161.51,477.36
6152,161.52,477.52
6153,161.53,477.69
6154,161.54,477.85
6155,161.55,478.02
6156,161.56,478.18
6157,161.57,478.35
6158,161.58,478.51
6159,161.59,478.67
6160,161.60,478.84
6161,161.61,479.00
6162,161.62,479.17
6163,161.63,479.33
6164,161.64,479.50
6165,161.65,479.66
6166,161.66,479.83
6167,161.67,479.99
6168,161.68,480.16
6169,161.69,480.32
6170,161.70,480.49
6171,161.71,480.65
6172,161.72,480.81
6173,161.73,480.98
6174,161.74,481.14
6175,161.75,481.31
6176,161.76,481.47
6177,161.77,481.64
6178,161.78,481.80
6179,161.79,481.97
6180,161.80,482.13
6181,161.81,482.30
6182,161.82,482.46
6183,161.83,482.63
6184,161.84,482.79
6185,161.85,482.95
6186,161.86,483.12
6187,161.87,483.28
6188,161.88,483.45
6189,161.89,483.61
6190,161.90,483.78
6191,161.91,483.94
6192,161.92,484.11
6193,161.93,484.27
6194,161.94,484.44
6195,161.95,484.60
6196,161.96,484.77
6197,161.97,484.93
6198,161.98,485.09
6199,161.99,485.26
6200,162.00,485.42
6201,162.01,485.59
6202,162.02,485.75
6203,162.03,485.92
6204,162.04,486.08
6205,162.05,486.25
6206,162.06,486.41
6207,162.07,486.58
6208,162.08,486.74
6209,162.09,486.91
6210,162.10,487.07
6211,162.11,487.23
6212,162.12,487.40
6213,162.13,487.56
6214,162.14,487.73
6215,162.15,487.89
6216,162.16,488.06
6217,162.17,488.22
6218,162.18,488.39
6219,162.19,488.55
6220,162.20,488.72
6221,162.21,488.88
6222,162.22,489.05
6223,162.23,489.21
6224,162.24,489.37
6225,162.25,489.54
6226,162.26,489.70
6227,162.27,489.87
6228,162.28,490.03
6229,162.29,490.20
6230,162.30,490.36
6231,162.31,490.53
6232,162.32,490.69
6233,162.33,490.86
6234,162.34,491.02
6235,162.35,491.19
6236,162.36,491.35
6237,162.37,491.51
6238,162.38,491.68
6239,162.39,491.84
6240,162.40,492.01
6241,162.41,492.17
6242,162.42,492.34
6243,162.43,492.50
6244,162.44,492.67
6245,162.45,492.83
6246,162.46,493.00
6247,162.47,493.16
6248,162.48,493.33
6249,162.49,493.49
6250,162.50,493.66
6251,162.51,493.82
6252,162.52,493.98
6253,162.53,494.15
6254,162.54,494.31
6255,162.55,494.48
6256,162.56,494.64
6257,162.57,494.81
6258,162.58,494.97
6259,162.59,495.14
6260,162.60,495.30
6261,162.61,495.47
6262,162.62,495.63
6263,162.63,495.80
6264,162.64,495.96
6265,162.65,496.12
6266,162.66,496.29
6267,162.67,496.45
6268,162.68,496.62
6269,162.69,496.78
6270,162.70,496.95
6271,162.71,497.11
6272,162.72,497.28
6273,162.73,497.44
6274,162.74,497.61
6275,162.75,497.77
6276,162.76,497.94
6277,162.77,498.10
6278,162.78,498.26
6279,162.79,498.43
6280,162.80,498.59
6281,162.81,498.76
6282,162.82,498.92
6283,162.83,499.09
6284,162.84,499.25
6285,162.85,499.42
6286,162.86,499.58
6287,162.87,499.75
6288,162.88,499.91
6289,162.89,500.08
6290,162.90,500.24
6291,162.91,500.40
6292,162.92,500.57
6293,162.93,500.73
6294,162.94,500.90
6295,162.95,501.06
6296,162.96,501.23
6297,162.97,501.39
6298,162.98,501.56
6299,162.99,501.72
6300,163.00,501.89
6301,163.01,502.05
6302,163.02,502.22
6303,163.03,502.38
6304,163.04,502.54
6305,163.05,502.71
6306,163.06,502.87
6307,163.07,503.04
6308,163.08,503.20
6309,163.09,503.37
6310,163.10,503.53
6311,163.11,503.70
6312,163.12,503.86
6313,163.13,504.03
6314,163.14,504.19
6315,163.15,504.36
6316,163.16,504.52
6317,163.17,504.68
6318,163.18,504.85
6319,163.19,505.01
6320,163.20,505.18
6321,163.21,505.34
6322,163.22,505.51
6323,163.23,505.67
6324,163.24,505.84
6325,163.25,506.00
6326,163.26,506.17
6327,163.27,506.33
6328,163.28,506.50
6329,163.29,506.66
6330,163.30,506.82
6331,163.31,506.99
6332,163.32,507.15
6333,163.33,507.32
6334,163.34,507.48
6335,163.35,507.65
6336,163.36,507.81
6337,163.37,507.98
6338,163.38,508.14
6339,163.39,508.31
6340,163.40,508.47
6341,163.41,508.64
6342,163.42,508.80
6343,163.43,508.96
6344,163.44,509.13
6345,163.45,509.29
6346,163.46,509.46
6347,163.47,509.62
6348,163.48,509.79
6349,163.49,509.95
6350,163.50,510.12
6351,163.51,510.28
6352,163.52,510.45
6353,163.53,510.61
6354,163.54,510.78
6355,163.55,510.94
6356,163.56,511.10
6357,163.57,511.27
6358,163.58,511.43
6359,163.59,511.60
6360,163.60,511.76
6361,163.61,511.93
6362,163.62,512.09
6363,163.63,512.26
6364,163.64,512.42
6365,163.65,512.59
6366,163.66,512.75
6367,163.67,512.92
6368,163.68,513.08
6369,163.69,513.24
6370,163.70,513.41
6371,163.71,513.57
6372,163.72,513.74
6373,163.73,513.90
6374,163.74,514.07
6375,163.75,514.23
6376,163.76,514.40
6377,163.77,514.56
6378,163.78,514.73
6379,163.79,514.89
6380,163.80,515.06
6381,163.81,515.22
6382,163.82,515.38
6383,163.83,515.55
6384,163.84,515.71
6385,163.85,515.88
6386,163.86,516.04
6387,163.87,516.21
6388,163.88,516.37
6389,163.89,516.54
6390,163.90,516.70
6391,163.91,516.87
6392,163.92,517.03
6393,163.93,517.20
6394,163.94,517.36
6395,163.95,517.52
6396,163.96,517.69
6397,163.97,517.85
6398,163.98,518.02
6399,163.99,518.18
6400,164.00,518.35
6401,164.01,518.51
6402,164.02,518.68
6403,164.03,518.84
6404,164.04,519.01
6405,164.05,519.17
6406,164.06,519.34
6407,164.07,519.50
6408,164.08,519.66
6409,164.09,519.83
6410,164.10,519.99
6411,164.11,520.16
6412,164.12,520.32
6413,164.13,520.49
6414,164.14,520.65
6415,164.15,520.82
6416,164.16,520.98
6417,164.17,521.15
6418,164.18,521.31
6419,164.19,521.48
6420,164.20,521.64
6421,164.21,521.81
6422,164.22,521.97
6423,164.23,522.13
6424,164.24,522.30
6425,164.25,522.46
6426,164.26,522.63
6427,164.27,522.79
6428,164.28,522.96
6429,164.29,523.12
6430,164.30,523.29
6431,164.31,523.45
6432,164.32,523.62
6433,164.33,523.78
6434,164.34,523.95
6435,164.35,524.11
6436,164.36,524.27
6437,164.37,524.44
6438,164.38,524.60
6439,164.39,524.77
6440,164.40,524.93
6441,164.41,525.10
6442,164.42,525.26
6443,164.43,525.43
6444,164.44,525.59
6445,164.45,525.76
6446,164.46,525.92
