stt,H,W
2631,126.31,102.22
2632,126.32,102.28
2633,126.33,102.35
2634,126.34,102.41
2635,126.35,102.48
2636,126.36,102.55
2637,126.37,102.61
2638,126.38,102.68
2639,126.39,102.74
2640,126.40,102.81
2641,126.41,102.87
2642,126.42,102.94
2643,126.43,103.00
2644,126.44,103.07
2645,126.45,103.13
2646,126.46,103.20
2647,126.47,103.27
2648,126.48,103.33
2649,126.49,103.40
2650,126.50,103.46
2651,126.51,103.53
2652,126.52,103.59
2653,126.53,103.66
2654,126.54,103.72
2655,126.55,103.79
2656,126.56,103.85
2657,126.57,103.92
2658,126.58,103.99
2659,126.59,104.05
2660,126.60,104.12
2661,126.61,104.18
2662,126.62,104.25
2663,126.63,104.31
2664,126.64,104.38
2665,126.65,104.44
2666,126.66,104.51
2667,126.67,104.58
2668,126.68,104.64
2669,126.69,104.71
2670,126.70,104.77
2671,126.71,104.84
2672,126.72,104.90
2673,126.73,104.97
2674,126.74,105.03
2675,126.75,105.10
2676,126.76,105.16
2677,126.77,105.23
2678,126.78,105.30
2679,126.79,105.36
2680,126.80,105.43
2681,126.81,105.49
2682,126.82,105.56
2683,126.83,105.62
2684,126.84,105.69
2685,126.85,105.75
2686,126.86,105.82
2687,126.87,105.88
2688,126.88,105.95
2689,126.89,106.02
2690,126.90,106.08
2691,126.91,106.15
2692,126.92,106.21
2693,126.93,106.28
2694,126.94,106.34
2695,126.95,106.41
2696,126.96,106.47
2697,126.97,106.54
2698,126.98,106.61
2699,126.99,106.67
2700,127.00,106.74
2701,127.01,106.80
2702,127.02,106.87
2703,127.03,106.93
2704,127.04,107.00
2705,127.05,107.06
2706,127.06,107.13
2707,127.07,107.19
2708,127.08,107.26
2709,127.09,107.33
2710,127.10,107.39
2711,127.11,107.46
2712,127.12,107.52
2713,127.13,107.59
2714,127.14,107.65
2715,127.15,107.72
2716,127.16,107.78
2717,127.17,107.85
2718,127.18,107.91
2719,127.19,107.98
2720,127.20,108.05
2721,127.21,108.11
2722,127.22,108.18
2723,127.23,108.24
2724,127.24,108.31
2725,127.25,108.37
2726,127.26,108.44
2727,127.27,108.50
2728,127.28,108.57
2729,127.29,108.63
2730,127.30,108.70
2731,127.31,108.77
2732,127.32,108.83
2733,127.33,108.90
2734,127.34,108.96
2735,127.35,109.03
2736,127.36,109.09
2737,127.37,109.16
2738,127.38,109.22
2739,127.39,109.29
2740,127.40,109.36
2741,127.41,109.42
2742,127.42,109.49
2743,127.43,109.55
2744,127.44,109.62
2745,127.45,109.68
2746,127.46,109.75
2747,127.47,109.81
2748,127.48,109.88
2749,127.49,109.94
2750,127.50,110.01
2751,127.51,110.08
2752,127.52,110.14
2753,127.53,110.21
2754,127.54,110.27
2755,127.55,110.34
2756,127.56,110.40
2757,127.57,110.47
2758,127.58,110.53
2759,127.59,110.60
2760,127.60,110.66
2761,127.61,110.73
2762,127.62,110.80
2763,127.63,110.86
2764,127.64,110.93
2765,127.65,110.99
2766,127.66,111.06
2767,127.67,111.12
2768,127.68,111.19
2769,127.69,111.25
2770,127.70,111.32
2771,127.71,111.39
2772,127.72,111.45
2773,127.73,111.52
2774,127.74,111.58
2775,127.75,111.65
2776,127.76,111.71
2777,127.77,111.78
2778,127.78,111.84
2779,127.79,111.91
2780,127.80,111.97
2781,127.81,112.04
2782,127.82,112.11
2783,127.83,112.17
2784,127.84,112.24
2785,127.85,112.30
2786,127.86,112.37
2787,127.87,112.43
2788,127.88,112.50
2789,127.89,112.56
2790,127.90,112.63
2791,127.91,112.69
2792,127.92,112.76
2793,127.93,112.83
2794,127.94,112.89
2795,127.95,112.96
2796,127.96,113.02
2797,127.97,113.09
2798,127.98,113.15
2799,127.99,113.22
2800,128.00,113.28
2801,128.01,113.35
2802,128.02,113.41
2803,128.03,113.48
2804,128.04,113.55
2805,128.05,113.61
2806,128.06,113.68
2807,128.07,113.74
2808,128.08,113.81
2809,128.09,113.87
2810,128.10,113.94
2811,128.11,114.00
2812,128.12,114.07
2813,128.13,114.14
2814,128.14,114.20
2815,128.15,114.27
2816,128.16,114.33
2817,128.17,114.40
2818,128.18,114.46
2819,128.19,114.53
2820,128.20,114.59
2821,128.21,114.66
2822,128.22,114.72
2823,128.23,114.79
2824,128.24,114.86
2825,128.25,114.92
2826,128.26,114.99
2827,128.27,115.05
2828,128.28,115.12
2829,128.29,115.18
2830,128.30,115.25
2831,128.31,115.31
2832,128.32,115.38
2833,128.33,115.44
2834,128.34,115.51
2835,128.35,115.58
2836,128.36,115.64
2837,128.37,115.71
2838,128.38,115.77
2839,128.39,115.84
2840,128.40,115.90
2841,128.41,115.97
2842,128.42,116.03
2843,128.43,116.10
2844,128.44,116.17
2845,128.45,116.23
2846,128.46,116.30
2847,128.47,116.36
2848,128.48,116.43
2849,128.49,116.49
2850,128.50,116.56
2851,128.51,116.62
2852,128.52,116.69
2853,128.53,116.75
2854,128.54,116.82
2855,128.55,116.89
2856,128.56,116.95
2857,128.57,117.02
2858,128.58,117.08
2859,128.59,117.15
2860,128.60,117.21
2861,128.61,117.28
2862,128.62,117.34
2863,128.63,117.41
2864,128.64,117.47
2865,128.65,117.54
2866,128.66,117.61
2867,128.67,117.67
2868,128.68,117.74
2869,128.69,117.80
2870,128.70,117.87
2871,128.71,117.93
2872,128.72,118.00
2873,128.73,118.06
2874,128.74,118.13
2875,128.75,118.19
2876,128.76,118.26
2877,128.77,118.33
2878,128.78,118.39
2879,128.79,118.46
2880,128.80,118.52
2881,128.81,118.59
2882,128.82,118.65
2883,128.83,118.72
2884,128.84,118.78
2885,128.85,118.85
2886,128.86,118.92
2887,128.87,118.98
2888,128.88,119.05
2889,128.89,119.11
2890,128.90,119.18
2891,128.91,119.24
2892,128.92,119.31
2893,128.93,119.37
2894,128.94,119.44
2895,128.95,119.50
2896,128.96,119.57
2897,128.97,119.64
2898,128.98,119.70
2899,128.99,119.77
2900,129.00,119.83
2901,129.01,119.90
2902,129.02,119.96
2903,129.03,120.03
2904,129.04,120.09
2905,129.05,120.16
2906,129.06,120.22
2907,129.07,120.29
2908,129.08,120.36
2909,129.09,120.42
2910,129.10,120.49
2911,129.11,120.55
2912,129.12,120.62
2913,129.13,120.68
2914,129.14,120.75
2915,129.15,120.81
2916,129.16,120.88
2917,129.17,120.95
2918,129.18,121.01
2919,129.19,121.08
2920,129.20,121.14
2921,129.21,121.21
2922,129.22,121.27
2923,129.23,121.34
2924,129.24,121.40
2925,129.25,121.47
2926,129.26,121.53
2927,129.27,121.60
2928,129.28,121.67
2929,129.29,121.73
2930,129.30,121.80
2931,129.31,121.86
2932,129.32,121.93
2933,129.33,121.99
2934,129.34,122.06
2935,129.35,122.12
2936,129.36,122.19
2937,129.37,122.25
2938,129.38,122.32
2939,129.39,122.39
2940,129.40,122.45
2941,129.41,122.52
2942,129.42,122.58
2943,129.43,122.65
2944,129.44,122.71
2945,129.45,122.78
2946,129.46,122.84
2947,129.47,122.91
2948,129.48,122.98
2949,129.49,123.04
2950,129.50,123.11
2951,129.51,123.17
2952,129.52,123.24
2953,129.53,123.30
2954,129.54,123.37
2955,129.55,123.43
2956,129.56,123.50
2957,129.57,123.56
2958,129.58,123.63
2959,129.59,123.70
2960,129.60,123.76
2961,129.61,123.83
2962,129.62,123.89
2963,129.63,123.96
2964,129.64,124.02
2965,129.65,124.09
2966,129.66,124.15
2967,129.67,124.22
2968,129.68,124.28
2969,129.69,124.35
2970,129.70,124.42
2971,129.71,124.48
2972,129.72,124.55
2973,129.73,124.61
2974,129.74,124.68
2975,129.75,124.74
2976,129.76,124.81
2977,129.77,124.87
2978,129.78,124.94
2979,129.79,125.00
2980,129.80,125.07
2981,129.81,125.14
2982,129.82,125.20
2983,129.83,125.27
2984,129.84,125.33
2985,129.85,125.40
2986,129.86,125.46
2987,129.87,125.53
2988,129.88,125.59
2989,129.89,125.66
2990,129.90,125.73
2991,129.91,125.79
2992,129.92,125.86
2993,129.93,125.92
2994,129.94,125.99
2995,129.95,126.05
2996,129.96,126.12
2997,129.97,126.18
2998,129.98,126.25
2999,129.99,126.31
3000,130.00,126.38
3001,130.01,126.46
3002,130.02,126.53
3003,130.03,126.61
3004,130.04,126.68
3005,130.05,126.76
3006,130.06,126.84
3007,130.07,126.91
3008,130.08,126.99
3009,130.09,127.07
3010,130.10,127.14
3011,130.11,127.22
3012,130.12,127.29
3013,130.13,127.37
3014,130.14,127.45
3015,130.15,127.52
3016,130.16,127.60
3017,130.17,127.67
3018,130.18,127.75
3019,130.19,127.83
3020,130.20,127.90
3021,130.21,127.98
3022,130.22,128.06
3023,130.23,128.13
3024,130.24,128.21
3025,130.25,128.28
3026,130.26,128.36
3027,130.27,128.44
3028,130.28,128.51
3029,130.29,128.59
3030,130.30,128.66
3031,130.31,128.74
3032,130.32,128.82
3033,130.33,128.89
3034,130.34,128.97
3035,130.35,129.04
3036,130.36,129.12
3037,130.37,129.20
3038,130.38,129.27
3039,130.39,129.35
3040,130.40,129.43
3041,130.41,129.50
3042,130.42,129.58
3043,130.43,129.65
3044,130.44,129.73
3045,130.45,129.81
3046,130.46,129.88
3047,130.47,129.96
3048,130.48,130.03
3049,130.49,130.11
3050,130.50,130.19
3051,130.51,130.26
3052,130.52,130.34
3053,130.53,130.42
3054,130.54,130.49
3055,130.55,130.57
3056,130.56,130.64
3057,130.57,130.72
3058,130.58,130.80
3059,130.59,130.87
3060,130.60,130.95
3061,130.61,131.02
3062,130.62,131.10
3063,130.63,131.18
3064,130.64,131.25
3065,130.65,131.33
3066,130.66,131.41
3067,130.67,131.48
3068,130.68,131.56
3069,130.69,131.63
3070,130.70,131.71
3071,130.71,131.79
3072,130.72,131.86
3073,130.73,131.94
3074,130.74,132.01
3075,130.75,132.09
3076,130.76,132.17
3077,130.77,132.24
3078,130.78,132.32
3079,130.79,132.40
3080,130.80,132.47
3081,130.81,132.55
3082,130.82,132.62
3083,130.83,132.70
3084,130.84,132.78
3085,130.85,132.85
3086,130.86,132.93
3087,130.87,133.00
3088,130.88,133.08
3089,130.89,133.16
3090,130.90,133.23
3091,130.91,133.31
3092,130.92,133.38
3093,130.93,133.46
3094,130.94,133.54
3095,130.95,133.61
3096,130.96,133.69
3097,130.97,133.77
3098,130.98,133.84
3099,130.99,133.92
3100,131.00,133.99
3101,131.01,134.07
3102,131.02,134.15
3103,131.03,134.22
3104,131.04,134.30
3105,131.05,134.37
3106,131.06,134.45
3107,131.07,134.53
3108,131.08,134.60
3109,131.09,134.68
3110,131.10,134.76
3111,131.11,134.83
3112,131.12,134.91
3113,131.13,134.98
3114,131.14,135.06
3115,131.15,135.14
3116,131.16,135.21
3117,131.17,135.29
3118,131.18,135.36
3119,131.19,135.44
3120,131.20,135.52
3121,131.21,135.59
3122,131.22,135.67
3123,131.23,135.75
3124,131.24,135.82
3125,131.25,135.90
3126,131.26,135.97
3127,131.27,136.05
3128,131.28,136.13
3129,131.29,136.20
3130,131.30,136.28
3131,131.31,136.35
3132,131.32,136.43
3133,131.33,136.51
3134,131.34,136.58
3135,131.35,136.66
3136,131.36,136.74
3137,131.37,136.81
3138,131.38,136.89
3139,131.39,136.96
3140,131.40,137.04
3141,131.41,137.12
3142,131.42,137.19
3143,131.43,137.27
3144,131.44,137.34
3145,131.45,137.42
3146,131.46,137.50
3147,131.47,137.57
3148,131.48,137.65
3149,131.49,137.72
3150,131.50,137.80
3151,131.51,137.88
3152,131.52,137.95
3153,131.53,138.03
3154,131.54,138.11
3155,131.55,138.18
3156,131.56,138.26
3157,131.57,138.33
3158,131.58,138.41
3159,131.59,138.49
3160,131.60,138.56
3161,131.61,138.64
3162,131.62,138.71
3163,131.63,138.79
3164,131.64,138.87
3165,131.65,138.94
3166,131.66,139.02
3167,131.67,139.10
3168,131.68,139.17
3169,131.69,139.25
3170,131.70,139.32
3171,131.71,139.40
3172,131.72,139.48
3173,131.73,139.55
3174,131.74,139.63
3175,131.75,139.70
3176,131.76,139.78
3177,131.77,139.86
3178,131.78,139.93
3179,131.79,140.01
3180,131.80,140.09
3181,131.81,140.16
3182,131.82,140.24
3183,131.83,140.31
3184,131.84,140.39
3185,131.85,140.47
3186,131.86,140.54
3187,131.87,140.62
3188,131.88,140.69
3189,131.89,140.77
3190,131.90,140.85
3191,131.91,140.92
3192,131.92,141.00
3193,131.93,141.08
3194,131.94,141.15
3195,131.95,141.23
3196,131.96,141.30
3197,131.97,141.38
3198,131.98,141.46
3199,131.99,141.53
3200,132.00,141.61
3201,132.01,141.68
3202,132.02,141.76
3203,132.03,141.84
3204,132.04,141.91
3205,132.05,141.99
3206,132.06,142.06
3207,132.07,142.14
3208,132.08,142.22
3209,132.09,142.29
3210,132.10,142.37
3211,132.11,142.45
3212,132.12,142.52
3213,132.13,142.60
3214,132.14,142.67
3215,132.15,142.75
3216,132.16,142.83
3217,132.17,142.90
3218,132.18,142.98
3219,132.19,143.05
3220,132.20,143.13
3221,132.21,143.21
3222,132.22,143.28
3223,132.23,143.36
3224,132.24,143.44
3225,132.25,143.51
3226,132.26,143.59
3227,132.27,143.66
3228,132.28,143.74
3229,132.29,143.82
3230,132.30,143.89
3231,132.31,143.97
3232,132.32,144.04
3233,132.33,144.12
3234,132.34,144.20
3235,132.35,144.27
3236,132.36,144.35
3237,132.37,144.43
3238,132.38,144.50
3239,132.39,144.58
3240,132.40,144.65
3241,132.41,144.73
3242,132.42,144.81
3243,132.43,144.88
3244,132.44,144.96
3245,132.45,145.03
3246,132.46,145.11
3247,132.47,145.19
3248,132.48,145.26
3249,132.49,145.34
3250,132.50,145.42
3251,132.51,145.49
3252,132.52,145.57
3253,132.53,145.64
3254,132.54,145.72
3255,132.55,145.80
3256,132.56,145.87
3257,132.57,145.95
3258,132.58,146.02
3259,132.59,146.10
3260,132.60,146.18
3261,132.61,146.25
3262,132.62,146.33
3263,132.63,146.40
3264,132.64,146.48
3265,132.65,146.56
3266,132.66,146.63
3267,132.67,146.71
3268,132.68,146.79
3269,132.69,146.86
3270,132.70,146.94
3271,132.71,147.01
3272,132.72,147.09
3273,132.73,147.17
3274,132.74,147.24
3275,132.75,147.32
3276,132.76,147.39
3277,132.77,147.47
3278,132.78,147.55
3279,132.79,147.62
3280,132.80,147.70
3281,132.81,147.78
3282,132.82,147.85
3283,132.83,147.93
3284,132.84,148.00
3285,132.85,148.08
3286,132.86,148.16
3287,132.87,148.23
3288,132.88,148.31
3289,132.89,148.38
3290,132.90,148.46
3291,132.91,148.54
3292,132.92,148.61
3293,132.93,148.69
3294,132.94,148.77
3295,132.95,148.84
3296,132.96,148.92
3297,132.97,148.99
3298,132.98,149.07
3299,132.99,149.15
3300,133.00,149.22
3301,133.01,149.30
3302,133.02,149.37
3303,133.03,149.45
3304,133.04,149.53
3305,133.05,149.60
3306,133.06,149.68
3307,133.07,149.75
3308,133.08,149.83
3309,133.09,149.91
3310,133.10,149.98
3311,133.11,150.06
3312,133.12,150.14
3313,133.13,150.21
3314,133.14,150.29
3315,133.15,150.36
3316,133.16,150.44
3317,133.17,150.52
3318,133.18,150.59
3319,133.19,150.67
3320,133.20,150.74
3321,133.21,150.82
3322,133.22,150.90
3323,133.23,150.97
3324,133.24,151.05
3325,133.25,151.13
3326,133.26,151.20
3327,133.27,151.28
3328,133.28,151.35
3329,133.29,151.43
3330,133.30,151.51
3331,133.31,151.58
3332,133.32,151.66
3333,133.33,151.73
3334,133.34,151.81
3335,133.35,151.89
3336,133.36,151.96
3337,133.37,152.04
3338,133.38,152.12
3339,133.39,152.19
3340,133.40,152.27
3341,133.41,152.34
3342,133.42,152.42
3343,133.43,152.50
3344,133.44,152.57
3345,133.45,152.65
3346,133.46,152.72
3347,133.47,152.80
3348,133.48,152.88
3349,133.49,152.95
3350,133.50,153.03
3351,133.51,153.11
3352,133.52,153.18
3353,133.53,153.26
3354,133.54,153.33
3355,133.55,153.41
3356,133.56,153.49
3357,133.57,153.56
3358,133.58,153.64
3359,133.59,153.71
3360,133.60,153.79
3361,133.61,153.87
3362,133.62,153.94
3363,133.63,154.02
3364,133.64,154.09
3365,133.65,154.17
3366,133.66,154.25
3367,133.67,154.32
3368,133.68,154.40
3369,133.69,154.48
3370,133.70,154.55
3371,133.71,154.63
3372,133.72,154.70
3373,133.73,154.78
3374,133.74,154.86
3375,133.75,154.93
3376,133.76,155.01
3377,133.77,155.08
3378,133.78,155.16
3379,133.79,155.24
3380,133.80,155.31
3381,133.81,155.39
3382,133.82,155.47
3383,133.83,155.54
3384,133.84,155.62
3385,133.85,155.69
3386,133.86,155.77
3387,133.87,155.85
3388,133.88,155.92
3389,133.89,156.00
3390,133.90,156.07
3391,133.91,156.15
3392,133.92,156.23
3393,133.93,156.30
3394,133.94,156.38
3395,133.95,156.46
3396,133.96,156.53
3397,133.97,156.61
3398,133.98,156.68
3399,133.99,156.76
3400,134.00,156.84
3401,134.01,156.91
3402,134.02,156.99
3403,134.03,157.06
3404,134.04,157.14
3405,134.05,157.22
3406,134.06,157.29
3407,134.07,157.37
3408,134.08,157.45
3409,134.09,157.52
3410,134.10,157.60
3411,134.11,157.67
3412,134.12,157.75
3413,134.13,157.83
3414,134.14,157.90
3415,134.15,157.98
3416,134.16,158.05
3417,134.17,158.13
3418,134.18,158.21
3419,134.19,158.28
3420,134.20,158.36
3421,134.21,158.43
3422,134.22,158.51
3423,134.23,158.59
3424,134.24,158.66
3425,134.25,158.74
3426,134.26,158.82
3427,134.27,158.89
3428,134.28,158.97
3429,134.29,159.04
3430,134.30,159.12
3431,134.31,159.20
3432,134.32,159.27
3433,134.33,159.35
3434,134.34,159.42
3435,134.35,159.50
3436,134.36,159.58
3437,134.37,159.65
3438,134.38,159.73
3439,134.39,159.81
3440,134.40,159.88
3441,134.41,159.96
3442,134.42,160.03
3443,134.43,160.11
3444,134.44,160.19
3445,134.45,160.26
3446,134.46,160.34
3447,134.47,160.41
3448,134.48,160.49
3449,134.49,160.57
3450,134.50,160.64
3451,134.51,160.72
3452,134.52,160.80
3453,134.53,160.87
3454,134.54,160.95
3455,134.55,161.02
3456,134.56,161.10
3457,134.57,161.18
3458,134.58,161.25
3459,134.59,161.33
3460,134.60,161.40
3461,134.61,161.48
3462,134.62,161.56
3463,134.63,161.63
3464,134.64,161.71
3465,134.65,161.79
3466,134.66,161.86
3467,134.67,161.94
3468,134.68,162.01
3469,134.69,162.09
3470,134.70,162.17
3471,134.71,162.24
3472,134.72,162.32
3473,134.73,162.39
3474,134.74,162.47
3475,134.75,162.55
3476,134.76,162.62
3477,134.77,162.70
3478,134.78,162.77
3479,134.79,162.85
3480,134.80,162.93
3481,134.81,163.00
3482,134.82,163.08
3483,134.83,163.16
3484,134.84,163.23
3485,134.85,163.31
3486,134.86,163.38
3487,134.87,163.46
3488,134.88,163.54
3489,134.89,163.61
3490,134.90,163.69
3491,134.91,163.76
3492,134.92,163.84
3493,134.93,163.92
3494,134.94,163.99
3495,134.95,164.07
3496,134.96,164.15
3497,134.97,164.22
3498,134.98,164.30
3499,134.99,164.37
3500,135.00,164.45
3501,135.01,164.54
3502,135.02,164.62
3503,135.03,164.71
3504,135.04,164.80
3505,135.05,164.89
3506,135.06,164.97
3507,135.07,165.06
3508,135.08,165.15
3509,135.09,165.23
3510,135.10,165.32
3511,135.11,165.41
3512,135.12,165.49
3513,135.13,165.58
3514,135.14,165.67
3515,135.15,165.76
3516,135.16,165.84
3517,135.17,165.93
3518,135.18,166.02
3519,135.19,166.10
3520,135.20,166.19
3521,135.21,166.28
3522,135.22,166.36
3523,135.23,166.45
3524,135.24,166.54
3525,135.25,166.63
3526,135.26,166.71
3527,135.27,166.80
3528,135.28,166.89
3529,135.29,166.97
3530,135.30,167.06
3531,135.31,167.15
3532,135.32,167.24
3533,135.33,167.32
3534,135.34,167.41
3535,135.35,167.50
3536,135.36,167.58
3537,135.37,167.67
3538,135.38,167.76
3539,135.39,167.84
3540,135.40,167.93
3541,135.41,168.02
3542,135.42,168.11
3543,135.43,168.19
3544,135.44,168.28
3545,135.45,168.37
3546,135.46,168.45
3547,135.47,168.54
3548,135.48,168.63
3549,135.49,168.71
3550,135.50,168.80
3551,135.51,168.89
3552,135.52,168.98
3553,135.53,169.06
3554,135.54,169.15
3555,135.55,169.24
3556,135.56,169.32
3557,135.57,169.41
3558,135.58,169.50
3559,135.59,169.59
3560,135.60,169.67
3561,135.61,169.76
3562,135.62,169.85
3563,135.63,169.93
3564,135.64,170.02
3565,135.65,170.11
3566,135.66,170.19
3567,135.67,170.28
3568,135.68,170.37
3569,135.69,170.46
3570,135.70,170.54
3571,135.71,170.63
3572,135.72,170.72
3573,135.73,170.80
3574,135.74,170.89
3575,135.75,170.98
3576,135.76,171.07
3577,135.77,171.15
3578,135.78,171.24
3579,135.79,171.33
3580,135.80,171.41
3581,135.81,171.50
3582,135.82,171.59
3583,135.83,171.67
3584,135.84,171.76
3585,135.85,171.85
3586,135.86,171.94
3587,135.87,172.02
3588,135.88,172.11
3589,135.89,172.20
3590,135.90,172.28
3591,135.91,172.37
3592,135.92,172.46
3593,135.93,172.54
3594,135.94,172.63
3595,135.95,172.72
3596,135.96,172.81
3597,135.97,172.89
3598,135.98,172.98
3599,135.99,173.07
3600,136.00,173.15
3601,136.01,173.24
3602,136.02,173.33
3603,136.03,173.42
3604,136.04,173.50
3605,136.05,173.59
3606,136.06,173.68
3607,136.07,173.76
3608,136.08,173.85
3609,136.09,173.94
3610,136.10,174.02
3611,136.11,174.11
3612,136.12,174.20
3613,136.13,174.29
3614,136.14,174.37
3615,136.15,174.46
3616,136.16,174.55
3617,136.17,174.63
3618,136.18,174.72
3619,136.19,174.81
3620,136.20,174.89
3621,136.21,174.98
3622,136.22,175.07
3623,136.23,175.16
3624,136.24,175.24
3625,136.25,175.33
3626,136.26,175.42
3627,136.27,175.50
3628,136.28,175.59
3629,136.29,175.68
3630,136.30,175.77
3631,136.31,175.85
3632,136.32,175.94
3633,136.33,176.03
3634,136.34,176.11
3635,136.35,176.20
3636,136.36,176.29
3637,136.37,176.37
3638,136.38,176.46
3639,136.39,176.55
3640,136.40,176.64
3641,136.41,176.72
3642,136.42,176.81
3643,136.43,176.90
3644,136.44,176.98
3645,136.45,177.07
3646,136.46,177.16
3647,136.47,177.24
3648,136.48,177.33
3649,136.49,177.42
3650,136.50,177.51
3651,136.51,177.59
3652,136.52,177.68
3653,136.53,177.77
3654,136.54,177.85
3655,136.55,177.94
3656,136.56,178.03
3657,136.57,178.12
3658,136.58,178.20
3659,136.59,178.29
3660,136.60,178.38
3661,136.61,178.46
3662,136.62,178.55
3663,136.63,178.64
3664,136.64,178.72
3665,136.65,178.81
3666,136.66,178.90
3667,136.67,178.99
3668,136.68,179.07
3669,136.69,179.16
3670,136.70,179.25
3671,136.71,179.33
3672,136.72,179.42
3673,136.73,179.51
3674,136.74,179.59
3675,136.75,179.68
3676,136.76,179.77
3677,136.77,179.86
3678,136.78,179.94
3679,136.79,180.03
3680,136.80,180.12
3681,136.81,180.20
3682,136.82,180.29
3683,136.83,180.38
3684,136.84,180.47
3685,136.85,180.55
3686,136.86,180.64
3687,136.87,180.73
3688,136.88,180.81
3689,136.89,180.90
3690,136.90,180.99
3691,136.91,181.07
3692,136.92,181.16
3693,136.93,181.25
3694,136.94,181.34
3695,136.95,181.42
3696,136.96,181.51
3697,136.97,181.60
3698,136.98,181.68
3699,136.99,181.77
3700,137.00,181.86
3701,137.01,181.95
3702,137.02,182.03
3703,137.03,182.12
3704,137.04,182.21
3705,137.05,182.29
3706,137.06,182.38
3707,137.07,182.47
3708,137.08,182.55
3709,137.09,182.64
3710,137.10,182.73
3711,137.11,182.82
3712,137.12,182.90
3713,137.13,182.99
3714,137.14,183.08
3715,137.15,183.16
3716,137.16,183.25
3717,137.17,183.34
3718,137.18,183.42
3719,137.19,183.51
3720,137.20,183.60
3721,137.21,183.69
3722,137.22,183.77
3723,137.23,183.86
3724,137.24,183.95
3725,137.25,184.03
3726,137.26,184.12
3727,137.27,184.21
3728,137.28,184.30
3729,137.29,184.38
3730,137.30,184.47
3731,137.31,184.56
3732,137.32,184.64
3733,137.33,184.73
3734,137.34,184.82
3735,137.35,184.90
3736,137.36,184.99
3737,137.37,185.08
3738,137.38,185.17
3739,137.39,185.25
3740,137.40,185.34
3741,137.41,185.43
3742,137.42,185.51
3743,137.43,185.60
3744,137.44,185.69
3745,137.45,185.77
3746,137.46,185.86
3747,137.47,185.95
3748,137.48,186.04
3749,137.49,186.12
3750,137.50,186.21
3751,137.51,186.30
3752,137.52,186.38
3753,137.53,186.47
3754,137.54,186.56
3755,137.55,186.65
3756,137.56,186.73
3757,137.57,186.82
3758,137.58,186.91
3759,137.59,186.99
3760,137.60,187.08
3761,137.61,187.17
3762,137.62,187.25
3763,137.63,187.34
3764,137.64,187.43
3765,137.65,187.52
3766,137.66,187.60
3767,137.67,187.69
3768,137.68,187.78
3769,137.69,187.86
3770,137.70,187.95
3771,137.71,188.04
3772,137.72,188.12
3773,137.73,188.21
3774,137.74,188.30
3775,137.75,188.39
3776,137.76,188.47
3777,137.77,188.56
3778,137.78,188.65
3779,137.79,188.73
3780,137.80,188.82
3781,137.81,188.91
3782,137.82,189.00
3783,137.83,189.08
3784,137.84,189.17
3785,137.85,189.26
3786,137.86,189.34
3787,137.87,189.43
3788,137.88,189.52
3789,137.89,189.60
3790,137.90,189.69
3791,137.91,189.78
3792,137.92,189.87
3793,137.93,189.95
3794,137.94,190.04
3795,137.95,190.13
3796,137.96,190.21
3797,137.97,190.30
3798,137.98,190.39
3799,137.99,190.47
3800,138.00,190.56
3801,138.01,190.65
3802,138.02,190.74
3803,138.03,190.82
3804,138.04,190.91
3805,138.05,191.00
3806,138.06,191.08
3807,138.07,191.17
3808,138.08,191.26
3809,138.09,191.35
3810,138.10,191.43
3811,138.11,191.52
3812,138.12,191.61
3813,138.13,191.69
3814,138.14,191.78
3815,138.15,191.87
3816,138.16,191.95
3817,138.17,192.04
3818,138.18,192.13
3819,138.19,192.22
3820,138.20,192.30
3821,138.21,192.39
3822,138.22,192.48
3823,138.23,192.56
3824,138.24,192.65
3825,138.25,192.74
3826,138.26,192.83
3827,138.27,192.91
3828,138.28,193.00
3829,138.29,193.09
3830,138.30,193.17
3831,138.31,193.26
3832,138.32,193.35
3833,138.33,193.43
3834,138.34,193.52
3835,138.35,193.61
3836,138.36,193.70
3837,138.37,193.78
3838,138.38,193.87
3839,138.39,193.96
3840,138.40,194.04
3841,138.41,194.13
3842,138.42,194.22
3843,138.43,194.30
3844,138.44,194.39
3845,138.45,194.48
3846,138.46,194.57
3847,138.47,194.65
3848,138.48,194.74
3849,138.49,194.83
3850,138.50,194.91
3851,138.51,195.00
3852,138.52,195.09
3853,138.53,195.18
3854,138.54,195.26
3855,138.55,195.35
3856,138.56,195.44
3857,138.57,195.52
3858,138.58,195.61
3859,138.59,195.70
3860,138.60,195.78
3861,138.61,195.87
3862,138.62,195.96
3863,138.63,196.05
3864,138.64,196.13
3865,138.65,196.22
3866,138.66,196.31
3867,138.67,196.39
3868,138.68,196.48
3869,138.69,196.57
3870,138.70,196.65
3871,138.71,196.74
3872,138.72,196.83
3873,138.73,196.92
3874,138.74,197.00
3875,138.75,197.09
3876,138.76,197.18
3877,138.77,197.26
3878,138.78,197.35
3879,138.79,197.44
3880,138.80,197.53
3881,138.81,197.61
3882,138.82,197.70
3883,138.83,197.79
3884,138.84,197.87
3885,138.85,197.96
3886,138.86,198.05
3887,138.87,198.13
3888,138.88,198.22
3889,138.89,198.31
3890,138.90,198.40
3891,138.91,198.48
3892,138.92,198.57
3893,138.93,198.66
3894,138.94,198.74
3895,138.95,198.83
3896,138.96,198.92
3897,138.97,199.00
3898,138.98,199.09
3899,138.99,199.18
3900,139.00,199.27
3901,139.01,199.35
3902,139.02,199.44
